,id,client_name,date,date_register,value
33,8925,Willie Estrada,2022-02-15,2020-07-05,50.87880265881313
34,5329,Katelyn Robertson,2022-02-12,2019-04-14,87.23040549855754
35,8143,Ethan Crane,2022-01-03,2021-02-16,35.40272827124819
36,8713,Kyle Richards,2022-02-27,2022-03-23,58.55816180293718
37,6048,Ryan Johnson,2022-01-25,2020-10-24,35.2219599740971
38,4978,Bradley Campbell,2022-01-27,2019-08-15,6.991394769259928
39,6626,Mr. Zachary Carney,2022-02-24,2021-11-17,88.11895443649661
40,6772,Erica Bauer,2022-02-28,2020-03-23,36.36372983965024
41,8800,Susan Martinez,2022-02-20,2021-05-25,4.667798077171703
42,3911,Alexandria Lopez,2022-01-20,2021-08-12,67.18541823970702
43,8672,Jordan Sullivan,2022-02-20,2020-03-25,41.942759197670895
44,3434,Gary Dunn,2022-02-20,2020-10-16,98.93697154655435
45,8140,Christopher Weaver,2022-01-20,2021-10-31,19.069644003087703
46,3322,Amy Kirby,2021-12-26,2021-04-02,94.04058988640716
47,6876,Gabriel Strong,2022-03-19,2021-06-06,75.95150784532838
48,7415,Thomas Johnson,2021-12-31,2020-10-16,27.924704104115627
49,3921,Kayla Howard,2022-01-25,2022-01-14,70.12689629811858
50,6322,Virginia Schwartz,2022-03-22,2020-08-28,73.63621233228882
51,8700,David Jackson,2022-02-11,2022-01-31,19.0030978299788
52,3414,Ronnie Nash,2022-01-24,2020-04-17,24.910734589894602
53,4903,Ryan Johnson,2022-02-16,2020-11-28,80.24223130406067
54,5311,Donald Brown,2022-01-23,2022-01-30,46.089954879429186
55,6266,Brittany Byrd,2022-03-06,2019-12-18,99.48719025887512
56,6590,Carl Mccall,2022-02-07,2022-03-22,25.58352404446451
57,3512,Nathaniel Jackson,2022-03-25,2020-03-10,85.72581068781363
58,2539,Christopher Bernard,2022-02-01,2020-08-26,52.2996351588637
59,8981,Wesley Atkinson,2022-01-05,2020-10-29,21.56758629030836
60,4890,Stephen Kelly,2022-02-12,2020-02-04,72.39814001227755
61,9393,Mary Turner,2022-01-15,2021-10-30,90.84530145835879
62,3473,Anne Gibson,2022-01-18,2021-10-10,78.53086995972845
63,9555,Mary Ramirez,2022-02-28,2022-01-22,78.82641459246865
64,5361,Melissa Taylor,2022-02-07,2019-04-02,57.52270861314466
65,6343,Kimberly Foley,2022-02-26,2020-11-30,38.37693042494055
66,9473,Robert Hill,2021-12-28,2019-10-03,51.86272881295088
67,9886,Eric White,2022-03-19,2022-02-15,22.78765080947465
68,9730,Charles Taylor,2022-03-14,2022-03-09,93.0019542488968
69,5568,Jessica Brown,2022-02-24,2021-02-22,44.22928974072661
70,7777,Mrs. Jessica Patrick,2022-02-09,2021-03-25,69.81248355803945
71,4012,Daniel Smith,2022-03-13,2019-09-07,44.67913772934525
72,8812,Lauren Ramos,2022-03-08,2022-01-03,94.5783828802645
73,7437,Amanda Mclean,2022-01-29,2020-05-17,79.03934550067031
74,3568,Lisa Gaines,2022-02-10,2021-03-24,49.728357272611376
75,7837,Lisa Rogers,2022-02-14,2021-10-14,1.8927708692228928
76,5617,Elizabeth Miller,2022-01-26,2019-09-19,16.02835390737698
77,1113,Justin Tucker,2022-03-03,2021-08-29,52.0735916427804
78,2157,Claudia Ryan,2022-02-20,2019-11-07,11.439734709662952
79,3682,Edward Estrada,2022-01-14,2021-02-15,51.84634838656289
80,8581,Andrew Nelson,2022-03-09,2019-09-04,79.57854027498382
81,1731,Tammy Thompson,2022-02-06,2020-09-08,46.76834184711627
82,1398,Debra Wade,2022-03-22,2020-02-19,79.31565954359979
83,5419,Danielle Thomas,2022-01-25,2020-03-15,7.653560266847159
84,3613,Scott Miller,2022-02-23,2019-09-10,35.33153168686341
85,3997,Heather Rodriguez,2022-01-20,2020-10-14,73.54520383980734
86,6388,Stephanie Townsend,2022-02-15,2019-05-23,95.17874803955124
87,7732,Brian Pierce,2022-03-05,2021-07-28,7.687699883674082
88,8808,Leslie Gonzales,2022-01-27,2019-10-15,57.03779626674225
89,8148,Angela Carter DVM,2022-03-12,2021-05-31,68.40601314505797
90,9412,Colleen Murphy,2022-01-04,2021-01-18,10.290424911163177
91,7299,Jennifer Long,2022-02-02,2020-12-22,28.34000576861815
92,9934,Jennifer Stafford,2021-12-28,2020-12-25,36.04028446314824
93,6257,Amy Price,2022-03-07,2020-07-29,66.71680402282531
94,3038,Kristina Benitez,2022-01-07,2020-03-05,44.17374642587091
95,5379,Traci Simpson,2022-01-03,2019-03-30,81.9512419383385
96,4572,Jeffrey Fischer,2022-02-21,2021-09-28,0.6439012794190568
97,1269,Ashley Kelly,2022-01-05,2019-05-26,35.44795604468316
98,1364,Rachel Moore,2022-03-23,2021-04-01,73.6135988585099
99,3827,Christina Caldwell,2022-02-16,2019-04-11,91.79685657293075
100,6845,Ronald Mitchell,2022-03-06,2020-05-07,60.907868692969394
101,3421,Nicole Campbell,2022-03-24,2021-06-18,56.580591018013195
102,6748,Jesus Ramos,2022-01-17,2020-08-03,65.82493305406832
103,4886,Cassandra Phillips,2022-02-04,2019-08-01,63.015213150523664
104,6440,Sarah Wallace,2022-01-13,2020-08-13,51.321419772157626
105,2658,Kelly Bryant,2022-01-23,2019-12-17,50.31129452681452
106,3793,Jerry Gray,2022-02-01,2020-11-19,71.17715762890901
107,5190,Carlos Robertson,2022-02-21,2021-04-30,72.44597823114978
108,5415,Kathryn Brady,2022-01-18,2020-03-24,13.693212400812993
109,1434,Rachel Brady,2022-02-16,2020-02-17,62.82747365295389
110,7849,Steven Pacheco,2022-03-12,2021-03-24,40.74039442977604
111,7802,Gregory Krueger,2022-02-13,2022-01-24,91.92049157706334
112,6377,Jennifer Pruitt,2022-01-28,2020-04-19,28.833850785101976
113,7148,Heidi Combs,2022-03-04,2020-12-01,2.7198925697622722
114,2931,Jamie Ramirez,2022-01-06,2020-07-23,46.515855109556895
115,9136,Lance Cooper,2021-12-29,2020-06-10,5.102438499597373
116,4887,David Moore,2022-01-04,2019-11-10,79.52361606659157
117,9249,Sherry Hobbs,2022-01-05,2021-02-28,17.125677170757726
118,6142,Jamie Chung,2021-12-27,2021-01-30,41.0916587311972
119,7825,Kyle Garcia,2021-12-27,2020-11-23,74.34905491176166
120,6657,Shannon Edwards,2022-02-04,2020-09-25,58.286056657893894
121,2056,Brenda Johnson,2022-01-19,2021-06-23,11.890281185606188
122,8815,Ashley Cruz,2022-03-23,2021-12-19,60.26415761349784
123,8468,Michael Wright,2022-03-19,2021-01-05,83.31941988120083
124,6723,Amanda Daniel,2021-12-28,2021-09-23,27.092119831369242
125,8328,Danielle George,2022-01-25,2021-11-26,91.45255172635727
126,6988,Edward Duffy,2021-12-30,2019-11-28,24.41191832730474
127,2744,Desiree Bowman,2022-02-19,2020-07-10,11.285918889375257
128,5357,Crystal Ramsey,2022-02-03,2019-07-15,89.67544636052511
129,5747,Anna Martinez,2022-02-16,2021-07-14,4.767097817673605
130,8572,Shawn Stone,2022-03-16,2019-06-25,48.592784326490026
131,4082,Julie Romero,2021-12-31,2022-01-12,78.42554484458742
132,2244,Brian Hendricks,2022-03-12,2021-01-28,71.97092669005359
133,2202,Jacqueline Johns,2022-03-06,2020-07-02,86.93197132022183
134,8487,Jenny Patterson,2022-03-07,2020-03-26,80.52980290562523
135,9930,Bruce Sanders,2022-01-09,2020-02-05,72.51429742786489
136,2127,Michael Morris,2022-01-05,2021-10-27,1.2480907966106236
137,4166,Diane Espinoza,2022-01-03,2019-12-28,40.707304444606294
138,7723,Anthony Jordan,2022-01-15,2020-08-15,77.92232421686455
139,3371,Amanda Hicks,2022-01-08,2021-09-18,38.20453501316884
140,6565,Shelby Rivera,2022-01-24,2021-04-01,12.214719574416499
141,6711,Luis Gray,2022-03-19,2021-03-24,62.91872017213932
142,1467,Kimberly Smith,2022-02-20,2020-12-06,65.03147322886662
143,2062,Miss Crystal Hendrix MD,2022-01-15,2019-11-12,33.76218447251893
144,5281,Kristin Charles,2022-03-10,2020-10-27,36.20942380127822
145,7618,Matthew Sanchez,2022-03-25,2021-06-15,51.59483888895703
146,3070,Brian Brown,2022-01-08,2019-04-25,30.232413376793133
147,4449,Sherry Hays,2022-02-08,2021-08-28,14.852194140084585
148,4695,Michael Walton,2022-02-17,2020-08-04,46.59104294014331
149,2897,Sabrina Phelps,2022-02-26,2021-08-08,65.74456321757899
150,5626,Jerry Sampson,2022-03-03,2019-08-11,23.000068124682493
151,7051,Jennifer Lewis,2022-03-07,2020-11-23,9.927265981188704
152,6366,Tyler Wilson,2022-02-26,2022-02-15,24.867824749512923
153,6328,Patricia Blake,2022-03-08,2021-02-10,25.49810639046416
154,8890,Roberto Gallegos,2022-02-15,2020-11-23,90.71672868865679
155,7894,Amanda Bauer,2022-02-27,2022-02-20,24.028945373817624
156,9817,Micheal Snyder,2022-03-09,2020-11-20,38.09975101484673
157,8005,Jason Stephens,2022-02-20,2019-09-28,54.196554917567674
158,5326,Lisa Hayes,2022-01-07,2020-08-05,95.09173453720507
159,4572,Eric Beard,2022-01-31,2019-11-12,78.88951321249068
160,3790,Susan White,2022-02-02,2021-04-23,93.67573020078704
161,5954,Francisco Davis,2022-02-14,2019-06-12,9.68191514851603
162,3058,Paula Long,2022-03-19,2020-04-29,15.641586840901823
163,4800,Mark Beard,2022-01-31,2019-08-18,49.1223395867318
164,8193,Adrienne Mcdaniel,2022-02-06,2020-08-20,19.826732790503055
165,7276,David Nelson,2022-01-06,2020-02-20,78.44712958119135
166,4570,Andrew Gomez,2021-12-26,2020-10-09,27.227738988863603
167,2760,Kathleen Williams,2022-02-11,2022-02-17,37.36208169810193
168,1527,Randall Tucker,2022-02-10,2021-06-28,19.010942292077594
169,3949,Jason Garrison,2022-02-25,2019-08-17,38.54006455588307
170,5773,Charles Smith,2022-02-12,2021-02-05,18.43727663286654
171,6303,Kathy Turner,2022-03-09,2021-02-05,53.48864495927253
172,7761,Lisa Day,2022-03-23,2019-05-23,96.41467905014852
173,8858,Sydney Bowen,2021-12-28,2021-01-12,77.90411014449504
174,4797,Nathan Dean,2022-03-05,2021-07-21,17.045632392645484
175,1757,Timothy Vaughan,2022-01-03,2019-06-12,68.67040576828981
176,8129,Sean Anderson,2022-03-25,2021-02-26,72.03273617347506
177,5716,Lisa Jones,2022-03-22,2021-06-28,9.594466401298096
178,3336,Austin Rogers,2022-02-25,2022-02-18,75.61585990653535
179,4572,Thomas Buckley,2022-03-09,2020-02-07,77.46076237852945
180,1327,Katie Diaz,2022-03-08,2021-02-03,55.76281548090329
181,2022,Kimberly Taylor,2022-01-28,2021-06-22,0.4250207311715437
182,7304,James Allen,2022-01-08,2020-07-20,83.20400657536665
183,1150,Blake Morales,2022-02-17,2021-06-08,88.01593401821162
184,8533,Karen Best,2022-01-07,2021-05-08,92.42133790731279
185,7447,Christopher Wolfe DDS,2021-12-30,2021-06-03,64.67728457183355
186,4589,April Thomas,2022-03-16,2021-02-01,4.880953713974467
187,9795,Jeanette Jimenez,2021-12-30,2021-03-15,20.738130662901888
188,7650,Christina Ferrell,2022-02-05,2022-01-14,32.08976190557803
189,1660,Shirley Hayes,2022-03-25,2019-08-02,23.863761004289053
190,2241,Alexis Gonzalez,2022-01-07,2020-09-12,1.6632500450454946
191,3593,Mr. Kyle Levine,2021-12-26,2020-09-04,17.605975981768562
192,1588,Barbara Campbell,2022-01-26,2021-11-07,74.75720820539833
193,3565,Jennifer Bush,2021-12-31,2020-01-12,37.18119470637931
194,9812,Ellen Williams,2022-02-05,2021-01-31,74.38924855244615
195,5916,Gina Johnson,2022-03-23,2019-04-25,36.10354844254455
196,2262,Michael Miller,2022-01-22,2021-10-24,23.494376787865978
197,5132,Charles Huff,2022-02-14,2019-04-05,86.53943582659494
198,9665,Bradley Thompson,2022-03-21,2020-01-17,47.30479958526653
199,7525,Jerry Lee,2022-02-01,2019-05-17,25.544416878154898
200,9475,Michele Holden,2022-01-13,2021-05-24,91.83570511072155
201,6292,Cory Hester,2022-02-06,2020-01-17,52.121667268822705
202,8715,Jennifer Munoz,2022-03-25,2019-09-27,95.61970810513883
203,1996,Alec Montoya,2022-03-12,2021-07-08,57.30965551148201
204,5387,Kimberly Bradley,2022-01-02,2019-05-31,69.1181313701661
205,1181,Donna Miller,2022-01-17,2021-04-16,74.29576449311271
206,4410,Steven Franklin,2022-03-19,2020-10-03,12.50784796548391
207,1989,Madison Holmes,2022-03-12,2019-04-25,55.743372087429
208,5126,Robert Wright,2022-02-08,2021-04-26,52.809440776907635
209,9588,Jake Williams,2022-03-19,2020-11-20,10.294956310494975
210,7791,Carl Nguyen,2022-02-16,2020-07-28,83.64435594102865
211,1489,Mariah Larson MD,2022-03-12,2019-06-23,78.3131101510939
212,4232,Brett White,2022-01-20,2020-06-16,71.81195040802136
213,6203,William Pittman,2022-01-05,2019-10-02,48.04713679208024
214,1335,Christopher Torres DVM,2022-02-07,2019-11-22,52.095341477831305
215,1900,Stephanie Christian,2022-02-04,2020-09-27,97.32570215675426
216,8348,Andrew Beck,2022-01-21,2020-06-28,74.78526969885435
217,8632,Desiree Kennedy,2022-03-09,2022-02-10,53.01232822984494
218,2504,James Prince,2022-01-07,2020-05-05,74.77189293124644
219,8486,Derek Weaver,2021-12-27,2019-06-25,25.23443044367951
220,3525,Dawn Sellers,2022-01-05,2022-03-02,56.779703954443114
221,7215,David Stephenson,2022-01-04,2020-01-08,15.895633420564314
222,4113,Steven King,2022-02-24,2021-06-21,41.77340521550962
223,5747,Juan Barker,2022-03-18,2020-07-06,2.6079747057480063
224,9922,Jesse Burns,2022-03-21,2020-02-25,4.503117824977554
225,7195,Laura Wilson,2022-02-21,2019-12-12,80.009981513101
226,6095,Dr. Linda Downs,2022-03-01,2021-06-16,96.02729357942327
227,8857,Jason Lawrence,2022-01-20,2020-06-23,59.274360700290295
228,2185,Michael Mcknight,2022-02-02,2020-08-26,93.3411659112852
229,9140,Kathy Rojas,2022-02-05,2021-01-26,41.025960870443846
230,8074,Joseph Smith,2022-02-27,2020-12-07,51.69814683264791
231,4218,Amber Webb,2021-12-29,2021-12-04,93.80808884151568
232,3550,Melissa Dillon,2022-02-23,2019-12-07,58.90765270975501
233,9638,Timothy Martin,2022-03-09,2020-06-27,7.981796044474832
234,8279,Todd Palmer,2022-02-16,2021-11-30,33.97973880865367
235,5753,Ricardo Smith,2021-12-27,2020-12-14,14.684351861938861
236,1302,Christopher Coleman,2022-03-09,2021-10-02,99.44854576213972
237,6010,Donald Mclean,2022-02-19,2020-09-17,5.938303926759225
238,7164,Gregory Hubbard,2022-03-01,2022-01-05,51.01866870752026
239,6870,Sheri Rangel,2022-02-08,2021-10-04,91.08030842422157
240,5058,Andre Hicks,2022-01-07,2022-02-13,33.969317970368415
241,3694,Matthew Edwards,2022-01-14,2021-07-30,85.08327387401346
242,6920,Brandi Bryant,2022-03-11,2021-01-15,65.6073970673891
243,6559,Jason Smith,2022-01-02,2022-02-19,96.10143096378238
244,8176,Jennifer Fischer,2022-03-08,2020-09-06,86.16294392995418
245,7301,Lisa Campos,2022-01-06,2020-02-07,80.95739392150693
246,1578,Nathan Campbell,2022-02-08,2020-09-20,9.732341839414405
247,8750,Cody Kelly,2022-03-09,2021-01-18,33.945712716206714
248,4553,Nicole Miller,2022-02-03,2021-02-23,94.2344956762126
249,5056,Michael Carson,2022-03-09,2021-11-12,51.894252216658764
250,4767,Cynthia Davidson,2022-02-02,2021-11-23,10.566772146747006
251,8931,Samuel Martinez,2022-02-19,2019-06-08,98.79299964245457
252,5812,Jodi Lewis,2022-01-30,2020-11-20,42.74952336252298
253,3786,Thomas Jones,2021-12-30,2021-07-23,73.70355872330788
254,3842,Kelly Steele,2022-01-20,2020-08-22,31.15710186330427
255,3992,Timothy Dillon,2022-01-14,2021-01-22,71.29628607151608
256,1614,Jay Banks,2021-12-31,2021-03-11,23.686557073334015
257,5891,Lydia Lewis,2022-02-27,2020-08-23,84.94077192091217
258,1855,Anthony Johnson,2022-03-16,2019-10-04,20.371277503165132
259,7526,Haley Esparza,2022-01-04,2020-12-10,56.5893190749084
260,8426,Tyler Sampson,2022-01-23,2021-08-04,52.74016840405861
261,3392,Susan Farrell,2022-03-05,2021-07-21,83.57856309055948
262,1661,Erin Lowery,2022-02-08,2019-10-14,85.63293963282207
263,3820,Trevor Bailey,2022-03-08,2021-11-30,34.91528517104977
264,7467,Melissa Bryant,2022-02-14,2021-09-09,17.75393211016797
265,7951,Amanda Carpenter,2022-03-20,2020-11-30,69.73053242800819
266,4885,Lori Brewer,2021-12-28,2020-11-09,66.49629570288246
267,9329,Mitchell Griffin,2022-03-20,2021-10-24,48.68972283758076
268,5691,Lisa Jackson,2022-03-17,2020-10-16,64.42252741790966
269,7923,John Walker,2022-02-08,2022-02-07,58.96758532580407
270,5097,John Romero,2022-03-19,2020-12-03,69.74238658706459
271,4770,James Miller,2022-03-11,2021-01-16,25.300179395370247
272,5896,Martha Jennings,2022-03-03,2021-11-09,42.80257825832942
273,3498,Philip Lee,2022-02-12,2020-02-24,19.83315060971188
274,4361,Angela Joseph,2022-02-19,2019-05-05,85.18461657083994
275,2471,Adam Lucero,2022-01-08,2021-10-30,96.88449602240195
276,3770,Daniel Bailey,2022-01-15,2022-01-09,7.751974965745967
277,4891,Heidi Santos,2022-01-07,2021-10-25,64.90438607978322
278,5892,Matthew Hernandez,2022-02-22,2019-12-16,16.0788604659627
279,6137,Mrs. Nancy Thornton,2022-02-12,2019-03-30,95.70819016402525
280,9353,Timothy Taylor,2021-12-29,2019-06-18,0.6983661466545721
281,8339,Isabel Foster,2022-01-25,2021-09-29,21.78407801082742
282,2753,Amanda Ryan,2021-12-30,2021-08-07,1.0945458562778176
283,8593,Angela Thomas,2022-02-21,2019-06-07,8.013882526607407
284,4831,Robin Nelson,2022-03-14,2020-08-23,6.865141413085962
285,7163,Charles Brown,2022-03-03,2021-06-29,19.846665897168048
286,7145,Andrew Thompson,2022-02-06,2020-04-08,64.81981112019061
287,3999,Manuel Johnson,2022-01-11,2020-05-10,66.95502451242086
288,4673,Michelle Woodward,2022-02-19,2020-09-09,86.85305773042587
289,9906,Tiffany Turner,2022-01-27,2020-01-01,7.633796547154126
290,2848,Nicholas Harris,2021-12-29,2019-12-18,60.11944818728791
291,3763,Susan Mcconnell,2022-02-18,2022-02-21,55.26717224752831
292,5209,Melissa Hall,2022-01-23,2021-10-04,28.992034115618694
293,9639,Gregory Hernandez,2022-01-14,2020-11-29,14.507741678336128
294,7862,Shannon Clark,2022-02-18,2020-12-02,49.1748918576106
295,9081,Krystal Diaz,2022-01-14,2020-08-25,18.740226446850183
296,2291,Alexandra Vargas,2022-02-09,2020-12-18,7.835255420770726
297,6204,John Fields,2022-02-06,2020-11-03,52.801210700803225
298,1751,Kathleen Knox,2022-03-03,2020-08-01,12.975823444312695
299,2829,Edgar Herman,2022-02-17,2021-11-24,34.97571205317963
300,5967,Danielle Martin,2022-02-05,2022-03-13,51.27603122172088
301,7676,Brandy Huber,2021-12-28,2019-09-12,60.93180559147591
302,5213,Benjamin Luna,2022-03-21,2021-08-24,20.977045826930862
303,7380,Amy Burke,2022-01-18,2020-07-05,53.65105470410696
304,8026,Scott Gregory,2022-02-18,2021-03-16,81.35282226158905
305,5861,Maria Davis,2022-01-24,2021-06-22,7.102669199492839
306,1662,Mary Hodges,2022-01-15,2019-05-11,90.88486038158257
307,2766,Mrs. Rhonda Guerrero,2022-01-17,2019-10-13,52.482900047046186
308,9356,Victor Clark,2021-12-26,2021-02-20,12.143686235854979
309,9532,Joshua Taylor,2022-02-14,2022-01-29,76.27730344087502
310,1016,Calvin Hernandez,2021-12-31,2019-05-19,79.62873397151678
311,9651,Molly Reynolds,2022-03-23,2021-11-09,76.00403121141584
312,1362,Andrea Hayes,2022-02-14,2020-07-18,61.75433446993497
313,7261,Sydney Gardner,2022-03-02,2021-01-05,48.043538803801454
314,2751,Alexis Burke,2022-01-07,2021-07-21,85.75731382402242
315,6933,Jeremy Dean,2022-03-19,2020-09-30,4.00344252228082
316,7278,Patricia Dickerson,2022-02-24,2021-07-07,76.58137904353389
317,3746,David Sandoval Jr.,2022-03-06,2020-09-16,61.671442807472275
318,9344,Susan Chambers,2022-01-21,2021-05-04,70.12807819301518
319,8573,David Henderson,2022-02-20,2019-10-14,9.790447263710945
320,7782,Bridget Cooper,2022-02-19,2019-05-03,94.75780801425596
321,7168,Timothy White,2022-01-14,2020-08-30,49.511696273319195
322,3395,Joseph Rice,2022-01-31,2019-04-15,31.57791129614862
323,4584,Melissa Myers,2022-02-05,2021-07-31,34.930031738438785
324,9058,Catherine Griffin,2022-03-25,2019-07-23,5.537564786205785
325,3223,Michelle Atkins,2022-02-22,2021-08-19,44.381176692288626
326,5469,Kelly Gonzales,2022-02-14,2020-12-15,38.4567510395461
327,9463,Samuel Hunter,2022-01-12,2020-04-29,4.07585113826836
328,8118,Joshua Mcdonald,2022-03-21,2020-01-06,12.65410984667571
329,1282,Jamie Peterson,2022-02-18,2021-07-05,81.48993580789602
330,2331,Erica Rhodes,2022-01-01,2020-10-27,3.7160776533097017
331,1915,Joshua Rios,2022-02-25,2020-07-18,66.62598687854255
332,9096,Sarah Rosales,2022-02-10,2020-02-16,65.69142741717378
333,1492,Rachel Smith,2022-03-02,2021-02-21,34.594009855154795
334,8032,Arthur Riggs,2022-03-09,2020-10-04,23.39513835262168
335,2343,Joseph Morgan,2022-01-07,2020-12-15,25.166548457126193
336,6852,Donna Roberson,2022-01-03,2021-10-19,98.26090607669789
337,1210,John Burns,2022-01-07,2019-09-07,97.9510916723829
338,4513,Ashley Mcclure,2022-03-03,2020-05-01,93.1777004035723
339,3101,Anthony Gonzalez,2022-03-04,2022-02-26,8.972483985403823
340,5325,Philip Massey,2022-03-20,2022-02-14,42.95185957704529
341,3026,Timothy Roberts,2022-02-17,2021-06-05,17.613721391293435
342,4788,Valerie Thomas,2022-01-27,2022-03-09,66.6795286355687
343,9447,Michael Fowler,2022-01-26,2021-02-27,41.57380812479151
344,6294,Courtney Gonzales,2022-03-03,2021-04-18,65.56193531678105
345,9676,William Patterson,2022-01-22,2019-07-28,87.78222444549795
346,7168,Maria Wilson,2022-01-26,2020-10-12,53.61578923842145
347,1506,Olivia Cole,2022-02-02,2019-05-01,51.55939350824045
348,8756,Judith Allen,2022-02-16,2022-02-04,8.534524117565844
349,2254,Francis Turner,2022-01-26,2020-01-07,66.39431744629081
350,6345,Mike Quinn,2022-01-14,2020-08-16,36.011657828180155
351,9095,Melanie Rivera,2022-03-21,2019-09-29,47.66337247547578
352,9956,Veronica Tran,2022-02-26,2020-10-25,53.482264503972075
353,1602,Trevor Duarte,2022-03-02,2020-09-20,93.44972755166717
354,6600,Michelle Williams,2022-03-06,2021-08-02,42.931854454372186
355,4225,Dawn Smith,2022-02-07,2020-03-18,55.30574700282494
356,9154,Joshua Ford,2022-01-15,2021-11-24,9.86393990908735
357,2236,Clayton Andrews,2022-02-09,2020-11-07,66.4035524134431
358,6038,Crystal Buchanan,2022-02-20,2019-12-05,75.55641068413082
359,7706,Derrick Hurley,2022-01-14,2019-09-09,65.05555810021364
360,7744,Kristina Weaver,2021-12-26,2019-08-08,37.16897128128925
361,8895,Erin Taylor,2022-02-24,2021-06-05,11.825971927768009
362,7683,Amanda Garcia,2021-12-26,2021-06-15,31.45493040931482
363,3573,Brian Clayton,2022-01-10,2021-07-14,65.15900153808674
364,9256,Melanie Carlson,2022-01-07,2021-08-10,77.66232291472718
365,3106,Penny Nguyen,2021-12-31,2020-06-24,84.54649349873223
366,5949,Austin Brown,2022-01-12,2021-04-10,66.51938877875104
367,7930,Jessica Salazar,2022-01-17,2020-01-03,52.23667239001115
368,6288,James Cunningham,2022-03-08,2020-05-29,56.98772407791939
369,4879,Samantha Dougherty,2022-03-16,2022-02-27,19.77695347885371
370,1344,Travis Woodard,2022-01-20,2020-04-14,91.385780651664
371,6255,Jennifer Robles,2022-02-06,2020-08-16,58.713065704220966
372,4440,Kayla Garcia,2022-02-06,2019-08-27,53.216088855248714
373,9741,Sherry Mcdonald,2022-02-23,2019-10-13,50.5499638496556
374,9771,Mary Shaw,2022-03-09,2020-11-30,90.7256178741676
375,6166,Michael Tran,2022-02-14,2021-08-02,24.383165345209555
376,9559,Dawn Thompson,2022-03-11,2021-03-17,49.30258572699087
377,5518,Kevin Anderson,2022-02-27,2020-02-08,31.45202237268432
378,6847,Lisa Moore,2022-02-02,2021-12-31,40.58811544913724
379,4925,Shawn Perez,2022-02-10,2020-07-24,71.57852454188271
380,5967,Ryan Perry,2022-03-04,2019-08-18,60.039218639196626
381,2796,Sara Soto,2022-01-06,2019-10-07,40.878523912196826
382,5867,Sheri Vasquez,2022-03-06,2021-11-24,14.542915662279087
383,3475,Jennifer Meadows,2022-01-09,2021-09-10,38.29848108737903
384,9677,Daniel Myers,2022-01-09,2021-04-12,2.9917380857247267
385,9040,Richard Wilson,2021-12-29,2020-09-04,53.931686053913
386,4508,Crystal Barnes,2022-01-19,2022-01-08,58.28363211152629
387,8542,Ann Marshall,2022-03-01,2020-06-12,20.864569942402646
388,8109,Joseph Whitehead,2021-12-28,2020-05-17,86.26673942137593
389,7851,Miguel Elliott,2022-02-14,2021-03-15,57.08051921357018
390,2296,Justin Sherman,2022-01-17,2021-12-17,78.30424273683545
391,3772,Brandon Rosales,2022-02-19,2020-11-26,60.86285264387288
